store_id,sku_id,forecast_error_std
store_0001,sku_00001,0.003703252860987375
store_0001,sku_00002,0.003072053855888807
store_0001,sku_00003,0.009706392759673586
store_0001,sku_00004,0.0030952623855505746
store_0001,sku_00005,0.003368095650105838
store_0001,sku_00006,0.0029989706413163656
store_0001,sku_00007,0.0043122921080464
store_0001,sku_00008,0.05550125427038442
store_0001,sku_00009,0.014566525814992848
store_0001,sku_00010,0.009790855486100291
store_0001,sku_00011,0.0038793329198797562
store_0001,sku_00012,0.032063913345510314
store_0001,sku_00013,0.027079379660064504
store_0001,sku_00014,0.007602819979789426
store_0001,sku_00015,0.0017569729164686565
store_0001,sku_00016,0.10990908586587345
store_0001,sku_00017,0.007487610577041712
store_0001,sku_00018,0.003779554224608133
store_0001,sku_00019,0.0031362991076793446
store_0001,sku_00020,0.0039711490779502
store_0001,sku_00021,0.008421268983583873
store_0001,sku_00022,0.004409900251864318
store_0001,sku_00023,0.008243291026559655
store_0001,sku_00024,0.023212741942940568
store_0001,sku_00025,0.04517650061607648
store_0001,sku_00026,0.024627696743649743
store_0001,sku_00027,0.09873216735194697
store_0001,sku_00028,0.02511383580950672
store_0001,sku_00029,0.0009833827532864108
store_0001,sku_00030,0.007504105312060107
store_0001,sku_00031,0.012761121491209164
store_0001,sku_00032,0.005121974794683019
store_0001,sku_00033,0.0031241757851207985
store_0001,sku_00034,0.02024842591277308
store_0001,sku_00035,0.10685442198420503
store_0001,sku_00036,0.03772455525536086
store_0001,sku_00037,0.01753030336085628
store_0001,sku_00038,0.007820603066706773
store_0001,sku_00039,0.024456962970845802
store_0001,sku_00040,0.014457088700378328
store_0001,sku_00041,0.0062158587176699785
store_0001,sku_00042,0.007065098179432092
store_0001,sku_00043,0.014116456911910462
store_0001,sku_00044,0.004755121854145567
store_0001,sku_00045,0.030339201971472118
store_0001,sku_00046,0.015865621292629858
store_0001,sku_00047,0.007335702495341536
store_0001,sku_00048,0.0070810010192799665
store_0001,sku_00049,1.7280366470054168e-07
store_0001,sku_00050,0.005137916475878339
store_0001,sku_00051,0.007077751056638907
store_0001,sku_00052,0.006875581454847675
store_0001,sku_00053,0.0786138674862679
store_0001,sku_00054,0.010800933752334301
store_0001,sku_00055,0.0028206025700487232
store_0001,sku_00056,0.004601343942650016
store_0001,sku_00057,0.015473181179006375
store_0001,sku_00058,0.0048506932532219405
store_0001,sku_00059,0.0032131202598511695
store_0001,sku_00060,0.00929203905437591
store_0001,sku_00061,0.006723835917301416
store_0001,sku_00062,0.005570935487922622
store_0001,sku_00063,0.06576426318044977
store_0001,sku_00064,0.004098092146832784
store_0001,sku_00065,0.11714283061730002
store_0001,sku_00066,0.043689951185108336
store_0001,sku_00067,0.007742524191249812
store_0001,sku_00068,0.01190564368094046
store_0001,sku_00069,0.0009224906865365701
store_0001,sku_00070,0.00370619375855273
store_0001,sku_00071,0.0021857552319895462
store_0001,sku_00072,0.010287409587543182
store_0001,sku_00073,0.049181665852083986
store_0001,sku_00074,0.004550963015192609
store_0001,sku_00075,0.009446267356841842
store_0001,sku_00076,0.0023257984165007636
store_0001,sku_00077,0.009081334892159225
store_0001,sku_00078,0.0040785799012090194
store_0001,sku_00079,0.0046236630712508595
store_0001,sku_00080,0.010571975541627886
store_0001,sku_00081,3.486948170694614e-07
store_0001,sku_00082,0.06154668810991828
store_0001,sku_00083,0.022252944277978408
store_0001,sku_00084,0.018147272322100116
store_0001,sku_00085,0.06637033590659931
store_0001,sku_00086,0.04319725417313294
store_0001,sku_00087,0.024314350793266028
store_0001,sku_00088,0.0023998443452248963
store_0001,sku_00089,0.20252035146876168
store_0001,sku_00090,0.0023120329404250814
store_0001,sku_00091,0.011196048970396564
store_0001,sku_00092,0.016555372609756227
store_0001,sku_00093,0.003575160823307692
store_0001,sku_00094,0.052665944298904845
store_0001,sku_00095,0.009675134912653862
store_0001,sku_00096,0.04381926506976226
store_0001,sku_00097,0.031177526202810103
store_0001,sku_00098,0.01142828009948279
store_0001,sku_00099,0.07569477882335968
store_0001,sku_00100,0.0030927504629140712
store_0001,sku_00101,0.022206168694734504
store_0001,sku_00102,0.017727522959820635
store_0001,sku_00103,0.013512602619727454
store_0001,sku_00104,0.005641768233876239
store_0001,sku_00105,0.011731827132143456
store_0001,sku_00106,0.05399825376673289
store_0001,sku_00107,0.013032247683668507
store_0001,sku_00108,0.005115168419247396
store_0001,sku_00109,0.06952109191590636
store_0001,sku_00110,0.0022781054218212727
store_0001,sku_00111,0.07958014902355555
store_0001,sku_00112,0.0414141888484781
store_0001,sku_00113,0.03767151714738963
store_0001,sku_00114,0.0105351702703266
store_0001,sku_00115,0.15691564183006076
store_0001,sku_00116,0.0044800340387560365
store_0001,sku_00117,0.01030384254059934
store_0001,sku_00118,0.31317780666712614
store_0001,sku_00119,0.006881593709195539
store_0001,sku_00120,0.027066036145130732
store_0001,sku_00121,0.008838944864767875
store_0001,sku_00122,0.06970334446478972
store_0001,sku_00123,0.01091274427310558
store_0001,sku_00124,0.003014000448473296
store_0001,sku_00125,0.07369809135377106
store_0001,sku_00126,0.033079213396138576
store_0001,sku_00127,0.00797211836292883
store_0001,sku_00128,0.00568294796915888
store_0001,sku_00129,0.035705188898339624
store_0001,sku_00130,0.0026290145424493943
store_0001,sku_00131,0.34086432437188596
store_0001,sku_00132,0.01806332683764591
store_0001,sku_00133,0.013919351021189364
store_0001,sku_00134,0.03192015618325034
store_0001,sku_00135,0.028015059347482586
store_0001,sku_00136,0.011899070691361488
store_0001,sku_00137,0.01448639515036024
store_0001,sku_00138,0.040500970660679037
store_0001,sku_00139,0.03315105660503084
store_0001,sku_00140,0.0521679497724011
store_0001,sku_00141,0.5700224651422998
store_0001,sku_00142,0.015530834018425666
store_0001,sku_00143,0.009298299898371805
store_0001,sku_00144,0.15194464885327683
store_0001,sku_00145,0.027561278894213833
store_0001,sku_00146,0.047878772770471825
store_0001,sku_00147,0.003197547391648647
store_0001,sku_00148,0.008836901437426378
store_0001,sku_00149,0.01223252972637674
store_0001,sku_00150,0.025942480350540097
store_0001,sku_00151,0.011247763240402428
store_0001,sku_00152,0.002133334936933302
store_0001,sku_00153,0.002560990840377685
store_0001,sku_00154,0.0415716590452756
store_0001,sku_00155,0.003667504241630748
store_0001,sku_00156,0.011363424570641979
store_0001,sku_00157,0.015986772237801865
store_0001,sku_00158,0.005541257739833148
store_0001,sku_00159,0.008635197978820033
store_0001,sku_00160,0.009768181538147758
store_0001,sku_00161,0.049945146917840744
store_0001,sku_00162,0.014309646008845038
store_0001,sku_00163,0.005701173236162259
store_0001,sku_00164,0.15393866901481515
store_0001,sku_00165,0.00463578288773362
store_0001,sku_00166,0.0023282115837078158
store_0001,sku_00167,0.06528890836553393
store_0001,sku_00168,0.01600671509074515
store_0001,sku_00169,0.031727109982192074
store_0001,sku_00170,0.0035807444675969987
store_0001,sku_00171,0.0030992085656690845
