store_id,category,n_rows,mean_actual,mae,rmse,wape,smape,bias
store_0001,Apparel,97,1.092783505154639,0.006158774046582229,0.01072544974380509,0.005635859269042229,0.7044891598498713,-0.0014069072967545814
store_0001,Automotive,98,1.010204081632653,0.012624498630766947,0.037595834121517464,0.012496978442577382,0.9848020341615031,-0.004548223873780364
store_0001,Baby,70,0.5142857142857142,0.006669613830977832,0.01821200726522589,0.012968693560234675,1.1757676225872882,0.001308708690059974
store_0001,Bakery,112,0.9553571428571429,0.009101035939425848,0.026391980182666818,0.009526317992670046,0.8438715963451171,0.002846742909306112
store_0001,Beauty,112,0.30357142857142855,0.0034789243210377662,0.01176766024237466,0.011459985998712641,1.4846493268657852,-0.0014400044784381291
store_0001,Beverages,140,0.35,0.002644079265226873,0.007474776050310975,0.007554512186362494,1.4590184624350688,-0.00017520751854623517
store_0001,Dairy,154,2.051948051948052,0.02205073297032934,0.061485059513029974,0.010746243283008603,0.409764361666067,-0.008344460651446462
store_0001,Electronics,140,1.6642857142857144,0.01857411598240084,0.037831503106092096,0.011160413036635699,0.5781100397593643,-0.0069848513397588585
store_0001,Frozen,98,1.8877551020408163,0.01772957111436122,0.04042428897382708,0.009391880914634594,0.2714939813598111,-0.0052663488104746
store_0001,Garden,112,2.607142857142857,0.053020657220534895,0.14160252395048428,0.02033669044075311,0.49402155025275546,0.0068057911130974475
store_0001,Grocery,98,1.8877551020408163,0.01682437173033265,0.04197701634852105,0.00891236988958162,0.6983901053193841,3.914319486556585e-05
store_0001,Health,154,1.87012987012987,0.018582363415928217,0.056497659524161005,0.00993640265990606,0.6939723123453619,0.003925766892966895
store_0001,Home,196,1.7755102040816326,0.01563789509291325,0.03518247315920289,0.008807550109801714,0.4446636703792588,0.004102382799948722
store_0001,Household,196,1.0459183673469388,0.010636548025978238,0.028269364229825556,0.010169577624837731,0.7906476202695428,0.002375239481030122
store_0001,Meat,154,0.8766233766233766,0.0067888931439813345,0.017730321995754413,0.007744366993875004,1.0290637912386904,-0.001011555155384875
store_0001,Office,237,1.4050632911392404,0.015924392638285028,0.047286382469725066,0.011333576742563219,0.7306283924334269,0.005720954440913721
store_0001,Pet,224,2.482142857142857,0.04905855776434144,0.16319537430459094,0.01976459881153324,0.6942202257348462,-0.00028999308168585925
store_0001,Produce,112,2.357142857142857,0.026983936958849215,0.05998428097227027,0.01144773083102694,0.3107097512321202,0.005311385501086947
store_0001,Seasonal,154,2.75974025974026,0.02722946439363447,0.07115350448639778,0.009866676509693431,0.22808705924437694,0.0033390628142654206
store_0001,Toys,140,1.95,0.035341260703185995,0.11419568379906583,0.01812372343753128,0.6356863449202419,-0.008965300621572601
store_0002,Apparel,98,1.3673469387755102,0.011386531233393024,0.021425229785718827,0.008327463140839673,0.49529909326260974,0.0025736564961713775
store_0002,Automotive,98,1.1224489795918366,0.013396419504137752,0.03369450547598259,0.011934991921868178,0.8016577519271558,-0.0003730214651778403
store_0002,Baby,70,0.5428571428571428,0.003509796387820341,0.007674850086817413,0.006465414398616418,1.1455004201299548,-0.0007631248285577537
store_0002,Bakery,111,1.3963963963963963,0.012985262209764264,0.024626663402839487,0.009299123259895698,0.6018202988676489,0.0005070766836126313
store_0002,Beauty,112,0.29464285714285715,0.003311896364914718,0.01737733714522488,0.01124037554152874,1.519952436298967,-0.0011795121704451241
store_0002,Beverages,140,0.5285714285714286,0.0042902087057927986,0.013001732618173847,0.008116611065013404,1.2596095248099144,0.001506420689629989
store_0002,Dairy,153,2.980392156862745,0.03956554770894555,0.08165918670682375,0.01327528245497515,0.2571682761481145,3.0369604429297415e-05
store_0002,Electronics,140,1.6071428571428572,0.01689015470101687,0.05101359261779302,0.010509429591743832,0.506545552757748,0.002665121470346936
store_0002,Frozen,98,2.7857142857142856,0.027887749382019895,0.05630252944771239,0.010010986957648167,0.15060384623258552,-0.002376782205049601
store_0002,Garden,112,2.982142857142857,0.14629338903909675,0.4624822526405247,0.04905646578556538,0.5209823556137524,0.0003473544238224475
store_0002,Grocery,97,2.329896907216495,0.034492685255716395,0.08147323366001279,0.01480438260975438,0.6463539875032935,-0.0025526490372336235
store_0002,Health,153,3.4313725490196076,0.06250205354488761,0.13247658042398666,0.018214884175938674,0.26062245456771,0.0159876322318329
store_0002,Home,196,1.5561224489795917,0.014742473332628568,0.046704950766799994,0.009473851715394097,0.4238966836138263,-0.0047711237370296105
store_0002,Household,195,1.323076923076923,0.01688634498055869,0.053922465063094116,0.012762935159724592,0.7142734775777421,0.0016418275036506006
store_0002,Meat,154,1.051948051948052,0.010959146905781272,0.051803059960620845,0.010417954465989605,0.8739757703295427,-0.005050093904391858
store_0002,Office,238,1.4369747899159664,0.01137412454336531,0.03195903918823012,0.007915326436610947,0.601090576554686,0.004293778817617425
store_0002,Pet,224,3.455357142857143,0.06368359439827664,0.19039703135315858,0.01843039424446249,0.3870429021733229,-0.0007104018828087975
store_0002,Produce,112,3.4732142857142856,0.06848188525285347,0.1583085843123929,0.01971714948154136,0.15589401842550618,-0.029916058436518844
store_0002,Seasonal,154,2.909090909090909,0.02991285287032892,0.08783323488959885,0.010282543174175566,0.15015210278595428,0.0011556036337565495
store_0002,Toys,139,2.5107913669064748,0.03473765830343179,0.11860746454701741,0.013835342418845325,0.46830247599195723,0.002353274249082364
store_0003,Apparel,98,0.7346938775510204,0.009478174506610213,0.033682477126878684,0.012900848633997233,1.0656235119889395,0.0008715343733939659
store_0003,Automotive,98,0.6530612244897959,0.004694014032906574,0.009435103401480247,0.0071877089878881915,1.0641171279112438,-0.00038464739331025904
store_0003,Baby,70,0.15714285714285714,0.0008102366617040651,0.002414546492677783,0.005156051483571324,1.686512583067966,0.00018523466219486632
store_0003,Bakery,112,0.7857142857142857,0.007903938274083186,0.017122140931072494,0.0100595578033786,1.0579891189844388,-0.0011702568589653378
store_0003,Beauty,112,0.10714285714285714,0.002186064349825983,0.00809835589944357,0.020403267265042508,1.7878935657607538,-0.00013216498400466181
store_0003,Beverages,139,0.3597122302158273,0.00531583412316553,0.030758274865732564,0.014778018862400173,1.413603898970791,-0.0030960884818222708
store_0003,Dairy,153,1.9215686274509804,0.026257702486327472,0.07462138742015424,0.013664722722476541,0.5700851442409063,-0.00992893220905778
store_0003,Electronics,140,0.8357142857142857,0.009115911506145796,0.019478297363187343,0.010907928297952237,1.0050718014620668,0.0024965409358116745
store_0003,Frozen,98,1.346938775510204,0.00891426741553393,0.018573084204716515,0.006618168232744887,0.4536020396812952,0.002089629856063836
store_0003,Garden,112,1.7946428571428572,0.03121631001760567,0.09477635142504666,0.017394162795879776,0.7577635256162554,0.007886929967357586
store_0003,Grocery,98,1.510204081632653,0.030288571021138983,0.07749617628162263,0.020055945676159596,0.7834861199933855,-0.01847502311473518
store_0003,Health,154,2.538961038961039,0.06208328934575351,0.24227478513837358,0.024452241839503938,0.5411487249325767,-0.04212063406919281
store_0003,Home,196,1.1224489795918366,0.014676349209983997,0.04405432735697158,0.013075292932531197,0.801748555768297,-0.0023613218604699717
store_0003,Household,196,0.7602040816326531,0.007903166998089958,0.021579075594519326,0.010396112292789474,1.004501497039891,-0.00414530511438121
store_0003,Meat,153,0.5751633986928104,0.006492758575693187,0.017319673032359217,0.01128854616001202,1.2587710602488624,0.0028776049296732574
store_0003,Office,238,0.8865546218487395,0.005315213660785402,0.011931599841949773,0.0059953594846773725,0.8939064540869768,-0.0017554097255821027
store_0003,Pet,224,1.65625,0.023352596102517987,0.07598118475682802,0.014099680665671237,0.8187316561423243,-0.004697480336308243
store_0003,Produce,112,1.4107142857142858,0.011351713540742792,0.022533891766135333,0.008046784282045524,0.594327689789162,0.00605234053586459
store_0003,Seasonal,154,1.8896103896103895,0.017514456325896842,0.03931555688725962,0.009268818811643003,0.4613438532894791,-0.0025442842791771635
store_0003,Toys,140,1.7142857142857142,0.01609213788565535,0.029879193635587168,0.009387080433298953,0.719830951128356,0.0010260880313639558
store_0004,Apparel,98,1.0408163265306123,0.009484537463416577,0.019971423082744466,0.009112594817792396,0.8004556105754459,-0.0018942803339833995
