store_id,sku_id,category,policy,total_holding_cost,total_stockout_cost,total_cost,service_level,inventory_turns,avg_days_of_stock,avg_inventory,stockout_units,num_stockout_events
store_0001,sku_00001,Dairy,baseline_rolling_mean,2.2009520547945205,0.0,2.2009520547945205,1.0,1.4088050314465408,10.600000000000001,11.357142857142858,0.0,0
store_0001,sku_00001,Dairy,baseline_seasonal_naive,2.339376712328767,0.0,2.339376712328767,1.0,1.3254437869822486,11.266666666666667,12.071428571428571,0.0,0
store_0001,sku_00001,Dairy,ML_95,1.4949863013698628,0.0,1.4949863013698628,1.0,2.074074074074074,7.2,7.714285714285714,0.0,0
store_0001,sku_00001,Dairy,ML_99,1.4949863013698628,0.0,1.4949863013698628,1.0,2.074074074074074,7.2,7.714285714285714,0.0,0
store_0001,sku_00002,Automotive,baseline_rolling_mean,0.3166027397260275,0.0,0.3166027397260275,1.0,0.7850467289719626,10.190476190476192,7.642857142857143,0.0,0
store_0001,sku_00002,Automotive,baseline_seasonal_naive,0.36690410958904107,0.0,0.36690410958904107,1.0,0.6774193548387096,11.80952380952381,8.857142857142858,0.0,0
store_0001,sku_00002,Automotive,ML_95,0.28701369863013704,0.0,0.28701369863013704,1.0,0.8659793814432989,9.238095238095239,6.928571428571429,0.0,0
store_0001,sku_00002,Automotive,ML_99,0.28701369863013704,0.0,0.28701369863013704,1.0,0.8659793814432989,9.238095238095239,6.928571428571429,0.0,0
store_0001,sku_00003,Toys,baseline_rolling_mean,2.442246575342466,0.0,2.442246575342466,1.0,1.4056224899598395,8.440677966101694,17.785714285714285,0.0,0
store_0001,sku_00003,Toys,baseline_seasonal_naive,3.6094246575342464,0.0,3.6094246575342464,1.0,0.9510869565217391,12.47457627118644,26.285714285714285,0.0,0
store_0001,sku_00003,Toys,ML_95,1.9910684931506852,0.0,1.9910684931506852,1.0,1.7241379310344827,6.881355932203389,14.5,0.0,0
store_0001,sku_00003,Toys,ML_99,1.9910684931506852,0.0,1.9910684931506852,1.0,1.7241379310344827,6.881355932203389,14.5,0.0,0
store_0001,sku_00004,Beverages,baseline_rolling_mean,0.2391232876712329,0.0,0.2391232876712329,1.0,1.75,8.0,2.2857142857142856,0.0,0
store_0001,sku_00004,Beverages,baseline_seasonal_naive,0.3885753424657535,0.0,0.3885753424657535,1.0,1.0769230769230769,13.000000000000002,3.7142857142857144,0.0,0
store_0001,sku_00004,Beverages,ML_95,0.28395890410958907,0.0,0.28395890410958907,1.0,1.4736842105263157,9.500000000000002,2.7142857142857144,0.0,0
store_0001,sku_00004,Beverages,ML_99,0.28395890410958907,0.0,0.28395890410958907,1.0,1.4736842105263157,9.500000000000002,2.7142857142857144,0.0,0
store_0001,sku_00005,Apparel,baseline_rolling_mean,0.19006849315068491,0.0,0.19006849315068491,1.0,0.7567567567567568,11.384615384615383,5.285714285714286,0.0,0
store_0001,sku_00005,Apparel,baseline_seasonal_naive,0.5136986301369864,0.0,0.5136986301369864,1.0,0.27999999999999997,30.76923076923077,14.285714285714286,0.0,0
store_0001,sku_00005,Apparel,ML_95,0.19006849315068491,0.0,0.19006849315068491,1.0,0.7567567567567568,11.384615384615383,5.285714285714286,0.0,0
store_0001,sku_00005,Apparel,ML_99,0.19006849315068491,0.0,0.19006849315068491,1.0,0.7567567567567568,11.384615384615383,5.285714285714286,0.0,0
store_0001,sku_00006,Meat,baseline_rolling_mean,1.4226575342465755,0.0,1.4226575342465755,1.0,0.8596491228070176,12.666666666666664,8.142857142857142,0.0,0
store_0001,sku_00006,Meat,baseline_seasonal_naive,2.433493150684931,0.0,2.433493150684931,1.0,0.5025641025641026,21.666666666666664,13.928571428571429,0.0,0
store_0001,sku_00006,Meat,ML_95,0.935958904109589,0.0,0.935958904109589,1.0,1.3066666666666669,8.333333333333332,5.357142857142857,0.0,0
store_0001,sku_00006,Meat,ML_99,0.935958904109589,0.0,0.935958904109589,1.0,1.3066666666666669,8.333333333333332,5.357142857142857,0.0,0
store_0001,sku_00007,Office,baseline_rolling_mean,0.7159726027397262,0.0,0.7159726027397262,1.0,1.5806451612903225,10.782608695652176,8.857142857142858,0.0,0
store_0001,sku_00007,Office,baseline_seasonal_naive,1.0624109589041095,0.0,1.0624109589041095,1.0,1.065217391304348,16.0,13.142857142857142,0.0,0
store_0001,sku_00007,Office,ML_95,0.6582328767123288,7.587,8.245232876712329,0.9285714285714286,1.719298245614035,9.91304347826087,8.142857142857142,1.0,1
store_0001,sku_00007,Office,ML_99,0.6582328767123288,7.587,8.245232876712329,0.9285714285714286,1.719298245614035,9.91304347826087,8.142857142857142,1.0,1
store_0001,sku_00008,Seasonal,baseline_rolling_mean,2.5769589041095893,0.0,2.5769589041095893,1.0,2.3333333333333335,8.262295081967213,18.0,0.0,0
store_0001,sku_00008,Seasonal,baseline_seasonal_naive,5.62431506849315,0.0,5.62431506849315,1.0,1.069090909090909,18.0327868852459,39.285714285714285,0.0,0
store_0001,sku_00008,Seasonal,ML_95,2.6280890410958904,107.49600000000001,110.1240890410959,0.8095238095238095,2.2879377431906613,8.426229508196723,18.357142857142858,8.0,1
store_0001,sku_00008,Seasonal,ML_99,2.6280890410958904,107.49600000000001,110.1240890410959,0.8095238095238095,2.2879377431906613,8.426229508196723,18.357142857142858,8.0,1
store_0001,sku_00009,Beauty,baseline_rolling_mean,0.33165068493150696,0.0,0.33165068493150696,1.0,1.024390243902439,13.666666666666666,2.9285714285714284,0.0,0
store_0001,sku_00009,Beauty,baseline_seasonal_naive,0.3073835616438356,0.0,0.3073835616438356,1.0,1.1052631578947367,12.666666666666668,2.7142857142857144,0.0,0
store_0001,sku_00009,Beauty,ML_95,0.47725342465753423,0.0,0.47725342465753423,1.0,0.711864406779661,19.666666666666668,4.214285714285714,0.0,0
store_0001,sku_00009,Beauty,ML_99,0.47725342465753423,0.0,0.47725342465753423,1.0,0.711864406779661,19.666666666666668,4.214285714285714,0.0,0
store_0001,sku_00010,Dairy,baseline_rolling_mean,4.18177397260274,0.0,4.18177397260274,1.0,1.238938053097345,9.826086956521738,24.214285714285715,0.0,0
store_0001,sku_00010,Dairy,baseline_seasonal_naive,5.834746575342467,0.0,5.834746575342467,1.0,0.8879492600422834,13.71014492753623,33.785714285714285,0.0,0
store_0001,sku_00010,Dairy,ML_95,2.750842465753425,0.0,2.750842465753425,1.0,1.8834080717488788,6.463768115942028,15.928571428571429,0.0,0
store_0001,sku_00010,Dairy,ML_99,2.750842465753425,0.0,2.750842465753425,1.0,1.8834080717488788,6.463768115942028,15.928571428571429,0.0,0
store_0001,sku_00011,Bakery,baseline_rolling_mean,0.9483904109589041,0.0,0.9483904109589041,1.0,1.0980392156862744,10.200000000000001,10.928571428571429,0.0,0
store_0001,sku_00011,Bakery,baseline_seasonal_naive,1.30791095890411,0.0,1.30791095890411,1.0,0.7962085308056872,14.066666666666666,15.071428571428571,0.0,0
store_0001,sku_00011,Bakery,ML_95,0.8678082191780823,0.0,0.8678082191780823,1.0,1.2,9.333333333333334,10.0,0.0,0
store_0001,sku_00011,Bakery,ML_99,0.8678082191780823,0.0,0.8678082191780823,1.0,1.2,9.333333333333334,10.0,0.0,0
store_0001,sku_00012,Household,baseline_rolling_mean,0.9372328767123288,0.0,0.9372328767123288,1.0,1.7037037037037037,9.692307692307693,13.5,0.0,0
store_0001,sku_00012,Household,baseline_seasonal_naive,1.3686575342465752,0.0,1.3686575342465752,1.0,1.1666666666666665,14.153846153846155,19.714285714285715,0.0,0
store_0001,sku_00012,Household,ML_95,0.6843287671232876,0.0,0.6843287671232876,1.0,2.333333333333333,7.0769230769230775,9.857142857142858,0.0,0
store_0001,sku_00012,Household,ML_99,0.6942465753424656,0.0,0.6942465753424656,1.0,2.3,7.17948717948718,10.0,0.0,0
store_0001,sku_00013,Automotive,baseline_rolling_mean,0.45945205479452045,5.031,5.49045205479452,0.9642857142857143,3.2666666666666666,6.153846153846154,8.571428571428571,1.0,1
store_0001,sku_00013,Automotive,baseline_seasonal_naive,0.4173356164383561,25.155,25.57233561643836,0.8214285714285714,3.596330275229358,5.58974358974359,7.785714285714286,5.0,2
store_0001,sku_00013,Automotive,ML_95,0.7542671232876712,10.062,10.81626712328767,0.9285714285714286,1.9898477157360406,10.102564102564102,14.071428571428571,2.0,1
store_0001,sku_00013,Automotive,ML_99,0.7542671232876712,10.062,10.81626712328767,0.9285714285714286,1.9898477157360406,10.102564102564102,14.071428571428571,2.0,1
store_0001,sku_00014,Home,baseline_rolling_mean,2.653746575342467,0.0,2.653746575342467,1.0,1.7746478873239437,8.037735849056604,15.214285714285714,0.0,0
store_0001,sku_00014,Home,baseline_seasonal_naive,4.335698630136987,0.0,4.335698630136987,1.0,1.0862068965517242,13.132075471698114,24.857142857142858,0.0,0
store_0001,sku_00014,Home,ML_95,2.2426027397260277,0.0,2.2426027397260277,1.0,2.1,6.7924528301886795,12.857142857142858,0.0,0
store_0001,sku_00014,Home,ML_99,2.2426027397260277,0.0,2.2426027397260277,1.0,2.1,6.7924528301886795,12.857142857142858,0.0,0
store_0001,sku_00015,Office,baseline_rolling_mean,0.857876712328767,0.0,0.857876712328767,1.0,0.6533333333333334,11.11111111111111,10.714285714285714,0.0,0
